respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
1530,2018,67,white,female,13,high school,lt high school,junior college,none,trailer,own or is buying,protestant,1 gen,taurus,someone else,private,divorced,3,4,25,town lt 50000,e. nor. central,both in u.s,strong republican,voted,romney,4,voted,republican
104,2018,78,white,female,14,high school,lt high school,lt high school,none,apartment house,NA,catholic,1 gen,cancer,someone else,private,married,1,2,29,city gt 250000,middle atlantic,both in u.s,"ind,near rep",voted,romney,NA,voted,independent
1127,2018,21,white,female,15,high school,high school,NA,none,2 units side by side,own or is buying,catholic,1 gen,aquarius,someone else,private,never married,4,0,NA,big-city suburb,e. nor. central,both in u.s,"ind,near rep",ineligible,NA,7,did not vote,independent
158,2018,20,other,female,14,high school,high school,lt high school,none,2 units side by side,pays rent,catholic,"2 gens, children",virgo,someone else,government,never married,3,0,NA,city gt 250000,pacific,neither in u.s,other party,ineligible,NA,4,did not vote,other party
429,2018,46,white,female,16,bachelor,high school,high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",leo,someone else,private,divorced,2,0,NA,town lt 50000,new england,both in u.s,strong democrat,voted,obama,6,voted,democrat
2172,2018,61,white,female,12,high school,high school,high school,none,trailer,own or is buying,catholic,1 gen,aquarius,self-employed,private,widowed,3,4,19,town lt 50000,w. nor. central,both in u.s,strong democrat,voted,obama,6,voted,democrat
294,2018,50,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",gemini,someone else,private,divorced,3,2,31,farm,e. nor. central,both in u.s,not str republican,voted,romney,6,voted,republican
1009,2018,39,white,male,16,bachelor,junior college,junior college,none,apartment house,pays rent,catholic,1 gen,NA,someone else,private,divorced,1,2,26,50000 to 250000,pacific,both in u.s,not str republican,voted,obama,5,voted,republican
1159,2018,87,black,female,12,high school,lt high school,high school,none,apartment house,pays rent,protestant,1 gen,capricorn,someone else,private,divorced,1,5,19,city gt 250000,pacific,both in u.s,strong democrat,voted,obama,7,voted,democrat
2028,2018,58,white,female,19,graduate,NA,high school,none,2 units side by side,other,none,1 gen,cancer,someone else,private,divorced,7,3,24,town lt 50000,e. nor. central,both in u.s,not str democrat,voted,obama,10,voted,democrat
1880,2018,49,white,female,9,high school,NA,NA,none,apartment house,NA,protestant,"2 gens, children",virgo,someone else,private,separated,3,3,20,big-city suburb,w. sou. central,both in u.s,strong republican,did not vote,NA,NA,did not vote,republican
306,2018,34,other,male,12,high school,lt high school,NA,none,detached 1-fam house,pays rent,none,1 gen,libra,self-employed,private,separated,2,2,31,farm,south atlantic,neither in u.s,independent,did not vote,NA,2,did not vote,independent
1481,2018,22,black,male,12,high school,NA,high school,none,detached 1-fam house,NA,none,1 gen,pisces,someone else,private,never married,3,0,NA,city gt 250000,south atlantic,both in u.s,independent,ineligible,NA,NA,voted,independent
1031,2018,55,white,male,12,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",libra,someone else,private,never married,5,1,47,big-city suburb,middle atlantic,both in u.s,"ind,near rep",voted,obama,6,voted,independent
1186,2018,68,white,female,16,graduate,high school,graduate,none,detached 1-fam house,NA,catholic,1 gen,pisces,someone else,private,married,2,2,19,city gt 250000,e. nor. central,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
571,2018,28,white,female,20,graduate,bachelor,bachelor,none,apartment house,pays rent,none,1 gen,cancer,someone else,private,never married,1,0,NA,big-city suburb,middle atlantic,both in u.s,strong democrat,did not vote,NA,8,voted,democrat
974,2018,27,black,female,14,junior college,NA,lt high school,none,apartment house,NA,protestant,"2 gens, children",libra,someone else,private,never married,7,1,22,city gt 250000,south atlantic,both in u.s,independent,voted,obama,NA,did not vote,independent
1013,2018,55,white,female,16,bachelor,high school,lt high school,none,detached 1-fam house,own or is buying,catholic,1 gen,libra,someone else,private,married,2,5,16,big-city suburb,middle atlantic,father only,strong republican,voted,romney,7,voted,republican
70,2018,33,black,female,16,bachelor,NA,high school,none,apartment-4 stories,pays rent,protestant,"2 gens, children",aquarius,someone else,government,married,1,3,16,city gt 250000,middle atlantic,both in u.s,not str democrat,voted,obama,8,did not vote,democrat
483,2018,60,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, parents",cancer,someone else,private,married,7,2,15,big-city suburb,w. sou. central,both in u.s,NA,voted,NA,4,voted,NA
1643,2018,71,white,female,16,graduate,high school,junior college,none,detached 1-fam house,own or is buying,protestant,1 gen,gemini,someone else,government,married,3,2,25,"country,nonfarm",south atlantic,both in u.s,not str democrat,voted,obama,7,voted,democrat
1922,2018,24,white,male,12,high school,bachelor,high school,none,apartment house,pays rent,catholic,1 gen,pisces,someone else,government,never married,3,0,NA,city gt 250000,w. sou. central,mother only,not str republican,voted,obama,3,voted,republican
956,2018,74,white,male,18,graduate,high school,high school,none,row house,NA,none,1 gen,aquarius,someone else,government,never married,5,0,NA,50000 to 250000,e. nor. central,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
457,2018,65,black,male,19,bachelor,high school,graduate,more than 4 yrs,detached 1-fam house,NA,none,"2 gens, children",NA,someone else,government,separated,3,5,21,city gt 250000,pacific,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
1004,2018,42,white,female,16,bachelor,NA,high school,none,apartment house,NA,protestant,"2 gens, children",cancer,self-employed,government,divorced,6,3,21,50000 to 250000,foreign,mother only,"ind,near dem",voted,obama,NA,voted,independent
96,2018,22,black,male,14,high school,high school,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",gemini,someone else,private,never married,2,0,NA,town lt 50000,middle atlantic,both in u.s,not str democrat,ineligible,NA,NA,did not vote,democrat
2137,2018,37,white,female,12,high school,high school,high school,none,detached 1-fam house,NA,protestant,1 gen,taurus,someone else,private,married,2,3,24,town lt 50000,w. sou. central,both in u.s,not str republican,voted,romney,NA,voted,republican
1830,2018,24,white,male,12,high school,high school,high school,none,trailer,pays rent,none,1 gen,pisces,someone else,private,never married,2,0,NA,town lt 50000,w. nor. central,both in u.s,not str democrat,did not vote,NA,7,did not vote,democrat
874,2018,78,white,male,16,bachelor,NA,bachelor,2 to 4  years,2 units side by side,own or is buying,none,1 gen,scorpio,someone else,private,married,0,3,30,town lt 50000,middle atlantic,both in u.s,"ind,near dem",voted,obama,8,voted,independent
229,2018,48,white,female,12,high school,lt high school,high school,none,apartment house,pays rent,catholic,"2 gens, children",taurus,someone else,private,separated,4,4,20,big-city suburb,pacific,both in u.s,"ind,near rep",voted,obama,6,did not vote,independent
1606,2018,33,black,female,17,bachelor,high school,junior college,none,row house,pays rent,none,1 gen,pisces,someone else,private,never married,1,0,NA,big-city suburb,e. sou. central,both in u.s,independent,voted,obama,6,did not vote,independent
368,2018,27,white,female,16,bachelor,bachelor,bachelor,none,apartment-4 stories,NA,catholic,"2 gens, children",libra,someone else,private,never married,2,0,NA,town lt 50000,new england,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
212,2018,46,white,male,14,high school,high school,NA,none,detached 1-fam house,own or is buying,catholic,1 gen,scorpio,someone else,private,married,1,2,22,50000 to 250000,pacific,mother only,strong republican,voted,romney,6,voted,republican
338,2018,54,white,male,16,graduate,bachelor,bachelor,none,2 units side by side,NA,jewish,"2 gens, children",virgo,someone else,private,married,2,4,29,big-city suburb,south atlantic,mother only,strong democrat,voted,obama,NA,voted,democrat
1091,2018,61,white,male,16,bachelor,graduate,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, parents",aries,someone else,private,married,4,2,30,city gt 250000,e. nor. central,both in u.s,strong republican,voted,romney,6,voted,republican
1797,2018,64,white,female,18,junior college,high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,libra,someone else,private,never married,4,0,NA,50000 to 250000,w. nor. central,both in u.s,strong democrat,voted,obama,9,voted,democrat
1216,2018,75,white,female,13,high school,lt high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,NA,someone else,government,married,3,3,27,"country,nonfarm",pacific,both in u.s,not str democrat,voted,obama,8,voted,democrat
2204,2018,35,white,female,13,high school,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",pisces,someone else,private,never married,2,3,19,city gt 250000,w. nor. central,both in u.s,independent,voted,obama,NA,did not vote,independent
61,2018,27,black,female,13,high school,high school,high school,none,apartment-4 stories,pays rent,other,"2 gens, children",cancer,self-employed,private,married,10,1,21,50000 to 250000,middle atlantic,both in u.s,strong democrat,did not vote,NA,4,did not vote,democrat
1706,2018,43,white,male,18,graduate,graduate,bachelor,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",pisces,someone else,private,married,3,4,27,"country,nonfarm",e. nor. central,both in u.s,"ind,near rep",voted,romney,10,voted,independent
1432,2018,47,white,female,14,high school,NA,high school,none,2 units side by side,pays rent,protestant,1 gen,libra,someone else,private,divorced,1,1,19,big-city suburb,south atlantic,both in u.s,not str republican,did not vote,NA,7,did not vote,republican
2048,2018,80,other,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,none,1 gen,capricorn,someone else,private,widowed,6,2,16,town lt 50000,pacific,both in u.s,strong democrat,voted,obama,8,voted,democrat
409,2018,64,white,female,13,high school,NA,bachelor,none,3-4 fam house,pays rent,catholic,1 gen,scorpio,someone else,private,divorced,4,3,16,town lt 50000,new england,both in u.s,independent,did not vote,NA,4,did not vote,independent
1911,2018,61,white,male,16,bachelor,bachelor,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,pisces,someone else,government,widowed,4,3,28,50000 to 250000,foreign,neither in u.s,"ind,near dem",did not vote,NA,7,did not vote,independent
2307,2018,31,black,female,12,high school,high school,junior college,none,row house,NA,moslem/islam,"2 gens, children",libra,NA,NA,married,16,0,NA,town lt 50000,south atlantic,both in u.s,independent,voted,romney,NA,did not vote,independent
2024,2018,57,white,male,17,junior college,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,leo,self-employed,private,divorced,4,2,30,"country,nonfarm",pacific,both in u.s,"ind,near dem",voted,obama,5,voted,independent
964,2018,75,white,female,16,bachelor,graduate,graduate,none,detached 1-fam house,NA,protestant,1 gen,capricorn,someone else,private,widowed,7,2,28,50000 to 250000,south atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
1068,2018,51,white,male,15,junior college,NA,graduate,more than 4 yrs,apartment house,NA,none,1 gen,leo,someone else,private,divorced,0,2,30,farm,e. nor. central,both in u.s,"ind,near rep",voted,obama,NA,did not vote,independent
2036,2018,33,white,female,12,high school,graduate,bachelor,none,detached 1-fam house,own or is buying,none,1 gen,cancer,someone else,private,never married,3,1,25,50000 to 250000,pacific,both in u.s,"ind,near dem",did not vote,NA,7,voted,independent
1918,2018,34,other,male,12,high school,NA,high school,none,apartment house,other,none,1 gen,libra,someone else,private,never married,6,0,NA,city gt 250000,mountain,both in u.s,independent,did not vote,NA,8,did not vote,independent
746,2018,57,black,female,14,high school,NA,lt high school,none,apartment house,pays rent,protestant,1 gen,gemini,someone else,private,married,2,3,26,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,5,voted,democrat
535,2018,59,white,female,14,high school,high school,high school,none,detached 1-fam house,own or is buying,catholic,"3 gens, grandchldrn",pisces,someone else,private,married,7,3,15,big-city suburb,w. sou. central,both in u.s,strong republican,voted,romney,8,voted,republican
1326,2018,89,black,female,10,lt high school,NA,lt high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",sagittarius,someone else,private,widowed,7,7,18,"country,nonfarm",south atlantic,both in u.s,strong democrat,did not vote,NA,5,did not vote,democrat
